Prompt_ID,AI_Role,Task,Context,Constraint,Output_Format,Goal,Recommended_AI,Generated_Prompt,Timestamp
PW01034,Cloud Solutions Architect,Azure Architecture,General Professional Scenario,Use tables for comparison,JSON,Automation,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Azure Architecture

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
JSON

Goal:
Automation",2026-07-04 21:56:20
PW01035,Senior Machine Learning Engineer,Compare Algorithms,General Professional Scenario,Use Random Forest algorithm,JSON,Prepare for Interview,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Compare Algorithms

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
JSON

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW01036,DevOps Engineer,Docker Configuration,General Professional Scenario,Use bullet points wherever possible,JSON,Learn a Concept,ChatGPT,"You are an DevOps Engineer.

Task:
Docker Configuration

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
JSON

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01037,Data Analyst,Analyze Business Data,General Professional Scenario,Use PyTorch,HTML,Build a Project,ChatGPT,"You are an Data Analyst.

Task:
Analyze Business Data

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
HTML

Goal:
Build a Project",2026-07-04 21:56:20
PW01038,Expert Data Scientist,Build Machine Learning Model,Skin care recommendation system,Provide evaluation metrics,Executive Summary,Assignment Submission,ChatGPT,"You are an Expert Data Scientist.

Task:
Build Machine Learning Model

Context:
Skin care recommendation system

Constraints:
Provide evaluation metrics

Output Format:
Executive Summary

Goal:
Assignment Submission",2026-07-04 21:56:20
PW01039,Data Analyst,Generate Dashboard,General Professional Scenario,Focus on practical implementation,Executive Summary,Academic Research,Perplexity,"You are an Data Analyst.

Task:
Generate Dashboard

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Executive Summary

Goal:
Academic Research",2026-07-04 21:56:20
PW01040,Cybersecurity Specialist,Security Assessment,General Professional Scenario,Use Java only,Bullet Points,Portfolio Development,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Assessment

Context:
General Professional Scenario

Constraints:
Use Java only

Output Format:
Bullet Points

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01041,Software Architect,API Design,General Professional Scenario,Use PyTorch,HTML,Assignment Submission,ChatGPT,"You are an Software Architect.

Task:
API Design

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
HTML

Goal:
Assignment Submission",2026-07-04 21:56:20
PW01042,Cloud Solutions Architect,Cloud Deployment,General Professional Scenario,Keep the response under 500 words,Java Code,Portfolio Development,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Deployment

Context:
General Professional Scenario

Constraints:
Keep the response under 500 words

Output Format:
Java Code

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01043,Research Scientist,Experimental Design,General Professional Scenario,Use bullet points wherever possible,Technical Report,Assignment Submission,ChatGPT,"You are an Research Scientist.

Task:
Experimental Design

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
Technical Report

Goal:
Assignment Submission",2026-07-04 21:56:20
PW01044,Cybersecurity Specialist,Compliance Review,General Professional Scenario,Use Java only,Python Code,Academic Research,Perplexity,"You are an Cybersecurity Specialist.

Task:
Compliance Review

Context:
General Professional Scenario

Constraints:
Use Java only

Output Format:
Python Code

Goal:
Academic Research",2026-07-04 21:56:20
PW01045,Cloud Solutions Architect,Cloud Security,General Professional Scenario,Keep the response under 500 words,Table,Portfolio Development,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Security

Context:
General Professional Scenario

Constraints:
Keep the response under 500 words

Output Format:
Table

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01046,Cybersecurity Specialist,Threat Modeling,General Professional Scenario,Optimize for readability,PowerPoint Outline,Learn a Concept,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Threat Modeling

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
PowerPoint Outline

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01047,Senior Machine Learning Engineer,Train ML Pipeline,General Professional Scenario,Keep the response under 500 words,Markdown,Automation,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Train ML Pipeline

Context:
General Professional Scenario

Constraints:
Keep the response under 500 words

Output Format:
Markdown

Goal:
Automation",2026-07-04 21:56:20
PW01048,Software Architect,Design Patterns,General Professional Scenario,Focus on practical implementation,Java Code,Prepare for Interview,ChatGPT,"You are an Software Architect.

Task:
Design Patterns

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Java Code

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW01049,Data Analyst,Trend Analysis,General Professional Scenario,Optimize for readability,Python Code,Learn a Concept,ChatGPT,"You are an Data Analyst.

Task:
Trend Analysis

Context:
General Professional Scenario

Constraints:
Optimize for readability

Output Format:
Python Code

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01050,Data Analyst,Analyze Business Data,General Professional Scenario,Explain assumptions,JSON,Build a Project,ChatGPT,"You are an Data Analyst.

Task:
Analyze Business Data

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
JSON

Goal:
Build a Project",2026-07-04 21:56:20
PW01051,Senior Machine Learning Engineer,Tune Hyperparameters,General Professional Scenario,Return valid JSON,Bullet Points,Presentation Preparation,Gamma,"You are an Senior Machine Learning Engineer.

Task:
Tune Hyperparameters

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
Bullet Points

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW01052,Software Architect,Microservice Design,General Professional Scenario,Provide real-world examples,Python Code,Decision Making,ChatGPT,"You are an Software Architect.

Task:
Microservice Design

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
Python Code

Goal:
Decision Making",2026-07-04 21:56:20
PW01053,Senior Machine Learning Engineer,Deploy ML Model,General Professional Scenario,Use Python only,Technical Report,Automation,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Deploy ML Model

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Technical Report

Goal:
Automation",2026-07-04 21:56:20
PW01054,Cloud Solutions Architect,Design Cloud Infrastructure,General Professional Scenario,Follow industry standards,Markdown,Build a Project,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Design Cloud Infrastructure

Context:
General Professional Scenario

Constraints:
Follow industry standards

Output Format:
Markdown

Goal:
Build a Project",2026-07-04 21:56:20
PW01055,Research Scientist,Compare Research Papers,General Professional Scenario,Use TensorFlow,Table,Learn a Concept,Claude,"You are an Research Scientist.

Task:
Compare Research Papers

Context:
General Professional Scenario

Constraints:
Use TensorFlow

Output Format:
Table

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01056,Data Analyst,Analyze Business Data,General Professional Scenario,Provide real-world examples,Python Code,Automation,ChatGPT,"You are an Data Analyst.

Task:
Analyze Business Data

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
Python Code

Goal:
Automation",2026-07-04 21:56:20
PW01057,DevOps Engineer,CI/CD Pipeline,General Professional Scenario,Use Java only,Java Code,Build a Project,ChatGPT,"You are an DevOps Engineer.

Task:
CI/CD Pipeline

Context:
General Professional Scenario

Constraints:
Use Java only

Output Format:
Java Code

Goal:
Build a Project",2026-07-04 21:56:20
PW01058,DevOps Engineer,Performance Optimization,General Professional Scenario,Explain step-by-step,CSV,Portfolio Development,ChatGPT,"You are an DevOps Engineer.

Task:
Performance Optimization

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
CSV

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01059,Research Scientist,Hypothesis Formation,General Professional Scenario,Follow industry standards,Technical Report,Learn a Concept,ChatGPT,"You are an Research Scientist.

Task:
Hypothesis Formation

Context:
General Professional Scenario

Constraints:
Follow industry standards

Output Format:
Technical Report

Goal:
Learn a Concept",2026-07-04 21:56:20
PW01060,Cloud Solutions Architect,Design Cloud Infrastructure,General Professional Scenario,Use beginner-friendly language,CSV,Portfolio Development,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Design Cloud Infrastructure

Context:
General Professional Scenario

Constraints:
Use beginner-friendly language

Output Format:
CSV

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01061,Software Architect,Design System Architecture,General Professional Scenario,Keep the response under 500 words,PowerPoint Outline,Build a Project,ChatGPT,"You are an Software Architect.

Task:
Design System Architecture

Context:
General Professional Scenario

Constraints:
Keep the response under 500 words

Output Format:
PowerPoint Outline

Goal:
Build a Project",2026-07-04 21:56:20
PW01062,Cybersecurity Specialist,Vulnerability Analysis,General Professional Scenario,Use Random Forest algorithm,Markdown,Presentation Preparation,Gamma,"You are an Cybersecurity Specialist.

Task:
Vulnerability Analysis

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
Markdown

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW01063,Expert Data Scientist,Build Machine Learning Model,Disease prediction system,Keep the response under 500 words,Bullet Points,Portfolio Development,ChatGPT,"You are an Expert Data Scientist.

Task:
Build Machine Learning Model

Context:
Disease prediction system

Constraints:
Keep the response under 500 words

Output Format:
Bullet Points

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01064,Data Analyst,Interpret KPIs,General Professional Scenario,Include best practices,Markdown,Solve a Business Problem,ChatGPT,"You are an Data Analyst.

Task:
Interpret KPIs

Context:
General Professional Scenario

Constraints:
Include best practices

Output Format:
Markdown

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW01065,Business Analyst,Business Documentation,General Professional Scenario,Keep the response under 500 words,Python Code,Portfolio Development,NotebookLM,"You are an Business Analyst.

Task:
Business Documentation

Context:
General Professional Scenario

Constraints:
Keep the response under 500 words

Output Format:
Python Code

Goal:
Portfolio Development",2026-07-04 21:56:20
PW01066,Cybersecurity Specialist,Security Best Practices,General Professional Scenario,Avoid technical jargon,Executive Summary,Academic Research,Perplexity,"You are an Cybersecurity Specialist.

Task:
Security Best Practices

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
Executive Summary

Goal:
Academic Research",2026-07-04 21:56:20
PW01067,Expert Data Scientist,Explain Insights,Customer behavior analysis,Use TensorFlow,HTML,Academic Research,Perplexity,"You are an Expert Data Scientist.

Task:
Explain Insights

Context:
Customer behavior analysis

Constraints:
Use TensorFlow

Output Format:
HTML

Goal:
Academic Research",2026-07-04 21:56:20
PW01068,Expert Data Scientist,Analyze Dataset,Telecom customer dataset,Return valid JSON,Bullet Points,Automation,ChatGPT,"You are an Expert Data Scientist.

Task:
Analyze Dataset

Context:
Telecom customer dataset

Constraints:
Return valid JSON

Output Format:
Bullet Points

Goal:
Automation",2026-07-04 21:56:20
PW01069,Data Analyst,Create Visualizations,General Professional Scenario,Keep the response under 500 words,HTML,Automation,ChatGPT,"You are an Data Analyst.

Task:
Create Visualizations

Context:
General Professional Scenario

Constraints:
Keep the response under 500 words

Output Format:
HTML

Goal:
Automation",2026-07-04 21:56:20
PW01070,Software Architect,API Design,General Professional Scenario,Use tables for comparison,Markdown,Assignment Submission,ChatGPT,"You are an Software Architect.

Task:
API Design

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Markdown

Goal:
Assignment Submission",2026-07-04 21:56:20
